FECHA (YYMMDD);HORA (HHMM);;
130221;1200;287,1;
130221;1300;281,3;
130221;1400;266,7;
130221;1500;272,8;
130221;1600;293,1;
130221;1700;271,7;
130221;1800;309,8;
130221;1900;11,3;
130221;2000;41,6;
130221;2100;12,4;
130221;2200;323,6;
130221;2300;67,3999;
130222;0000;65,5;
130222;0100;42,3;
130222;0200;44,2;
130222;0300;32,2;
130222;0400;272,2;
130222;0500;56,3;
130222;0600;7,5;
130222;0700;359,2;
130222;0800;315,5;
130222;0900;11,7;
130222;1000;1;
130222;1100;347,8;
130222;1200;331,4;
130222;1300;341,6;
130222;1400;340,9;
130222;1500;281,2;
130222;1600;251,9;
130222;1700;256,6;
130222;1800;259,7;
130222;1900;238,7;
130222;2000;233,5;
130222;2100;29,9;
130222;2200;29,5;
130222;2300;24,6;
130223;0000;20,6;
130223;0100;24;
130223;0200;44,2;
130223;0300;37,3;
130223;0400;13,8;
130223;0500;8,7;
130223;0600;16,1;
130223;0700;28,1;
130223;0800;4,39999;
130223;0900;267,2;
130223;1000;245,8;
130223;1100;255,3;
130223;1200;256,5;
130223;1300;259,6;
130223;1400;246,3;
130223;1500;235,8;
130223;1600;224,7;
130223;1700;221,5;
130223;1800;222,3;
130223;1900;223;
130223;2000;232,7;
130223;2100;10,6;
130223;2200;354,6;
130223;2300;342;
130224;0000;5,39999;
130224;0100;356,4;
